timestamp;packet_size
2021-10-13 06:14:52;3921
2021-10-13 05:18:14;1120
2021-10-13 13:03:36;1209
2021-10-13 12:13:17;4040
2021-10-13 20:44:24;2240
2021-10-13 15:00:24;1669
2021-10-13 10:46:21;307
2021-10-13 10:08:44;1069
2021-10-13 03:26:33;2046
2021-10-13 07:33:14;2768
2021-10-13 02:39:53;2326
2021-10-13 04:30:20;2087
2021-10-13 23:18:36;2975
2021-10-13 09:26:33;3201
2021-10-13 04:01:26;2364
2021-10-13 05:07:40;835
2021-10-13 08:41:11;4003
2021-10-13 14:31:04;1054
2021-10-13 22:44:04;3623
2021-10-13 05:49:33;3086
2021-10-13 01:04:14;2450
2021-10-13 00:43:41;3578
2021-10-13 12:55:30;1108
2021-10-13 02:05:05;1319
2021-10-13 00:18:30;2792
2021-10-13 20:59:55;681
2021-10-13 09:08:51;2133
2021-10-13 19:04:11;2523
2021-10-13 16:59:27;986
2021-10-13 11:04:02;1797
2021-10-13 20:11:04;2229
2021-10-13 19:28:26;2474
2021-10-13 05:00:39;2087
2021-10-13 23:33:52;4014
2021-10-13 07:54:31;2613
2021-10-13 12:09:20;373
2021-10-13 22:40:31;3426
2021-10-13 05:27:08;398
2021-10-13 23:58:35;1201
2021-10-13 14:33:01;3753
2021-10-13 19:39:58;4019
2021-10-13 00:35:45;249
2021-10-13 15:13:54;215
2021-10-13 23:36:47;1990
2021-10-13 06:11:19;257
2021-10-13 14:44:56;2809
2021-10-13 18:53:52;3083
2021-10-13 15:17:53;1969
2021-10-13 10:48:11;1379
2021-10-13 17:24:26;3821
2021-10-13 10:59:15;3878
2021-10-13 18:25:01;1396
2021-10-13 22:31:59;1459
2021-10-13 16:06:59;3433
2021-10-13 11:53:14;719
2021-10-13 18:23:49;832
2021-10-13 16:24:58;1457
2021-10-13 16:42:56;1245
2021-10-13 08:45:15;2584
2021-10-13 22:20:56;328
2021-10-13 15:19:24;3836
2021-10-13 10:56:41;2141
2021-10-13 23:34:23;1847
2021-10-13 18:14:44;3408
2021-10-13 03:18:32;1934
2021-10-13 08:28:42;3443
2021-10-13 13:36:27;992
2021-10-13 18:49:28;215
2021-10-13 03:48:12;540
2021-10-13 13:03:33;3885
2021-10-13 16:22:34;1077
2021-10-13 10:10:20;538
2021-10-13 03:03:56;753
2021-10-13 21:21:56;712
2021-10-13 08:37:46;2506
2021-10-13 03:14:45;56
2021-10-13 14:38:39;2861
2021-10-13 01:48:42;1900
2021-10-13 11:16:40;2068
2021-10-13 05:59:53;458
2021-10-13 19:20:58;281
2021-10-13 16:15:08;949
2021-10-13 09:32:55;2966
2021-10-13 05:15:44;3568
2021-10-13 03:48:47;3328
2021-10-13 04:29:00;1214
2021-10-13 22:55:44;1673
2021-10-13 09:36:45;3972
2021-10-13 17:00:13;4041
2021-10-13 19:51:31;346
2021-10-13 18:27:04;4083
2021-10-13 21:40:31;3742
2021-10-13 01:35:56;2606
2021-10-13 11:39:00;2062
2021-10-13 20:44:21;2768
2021-10-13 10:54:56;3910
2021-10-13 06:21:55;2519
2021-10-13 03:15:09;418
2021-10-13 19:18:54;1539
2021-10-13 12:11:50;1155
2021-10-13 03:01:38;678
2021-10-13 01:45:31;672
2021-10-13 23:21:29;1369
2021-10-13 11:55:07;2246
2021-10-13 18:11:15;966
2021-10-13 12:43:04;1899
2021-10-13 22:32:17;1255
2021-10-13 00:41:11;3117
2021-10-13 06:51:10;1225
2021-10-13 14:24:09;3218
2021-10-13 21:57:48;4044
2021-10-13 02:46:24;2439
2021-10-13 11:32:56;1049
2021-10-13 16:09:52;2308
2021-10-13 15:35:51;2674
2021-10-13 06:22:39;1892
2021-10-13 18:55:00;1423
2021-10-13 14:34:19;182
2021-10-13 23:08:14;642
2021-10-13 19:56:51;2690
2021-10-13 13:55:03;621
2021-10-13 16:15:30;2084
2021-10-13 09:35:49;4090
2021-10-13 11:21:19;315
2021-10-13 19:54:01;423
2021-10-13 18:38:07;137
2021-10-13 00:21:40;1534
2021-10-13 21:26:40;3605
2021-10-13 02:28:38;3949
2021-10-13 17:31:10;2235
2021-10-13 14:45:33;2344
2021-10-13 17:41:54;2079
2021-10-13 20:18:07;2747
2021-10-13 07:31:47;1177
2021-10-13 09:34:52;2555
2021-10-13 03:09:56;3291
2021-10-13 23:15:51;1752
2021-10-13 08:12:16;3374
2021-10-13 07:37:21;2593
2021-10-13 20:56:19;3325
2021-10-13 16:43:58;1334
2021-10-13 03:02:19;182
2021-10-13 23:43:24;3125
2021-10-13 23:22:27;1015
2021-10-13 05:51:28;3497
2021-10-13 08:41:16;3016
2021-10-13 02:48:34;3842
2021-10-13 18:47:32;3740
2021-10-13 18:42:09;3600
2021-10-13 05:21:36;1420
2021-10-13 06:33:47;2426
2021-10-13 02:54:21;3191
2021-10-13 06:42:24;3625
2021-10-13 10:08:03;804
2021-10-13 03:13:01;128
2021-10-13 19:07:51;2930
2021-10-13 10:07:37;3320
2021-10-13 03:13:18;428
2021-10-13 16:26:37;334
2021-10-13 01:06:54;1057
2021-10-13 01:10:54;3197
2021-10-13 22:13:36;49
2021-10-13 17:03:52;2875
2021-10-13 06:36:21;3902
2021-10-13 13:11:33;3035
2021-10-13 14:35:43;1285
2021-10-13 01:03:53;2978
2021-10-13 23:37:06;2580
2021-10-13 05:04:21;456
2021-10-13 21:16:07;1943
2021-10-13 09:22:27;962
2021-10-13 18:15:18;3265
2021-10-13 20:48:54;729
2021-10-13 02:26:10;3737
2021-10-13 21:58:26;2843
2021-10-13 23:45:48;2137
2021-10-13 16:43:48;2668
2021-10-13 21:20:13;2632
2021-10-13 14:06:25;1130
2021-10-13 13:04:45;2069
2021-10-13 06:44:57;1755
2021-10-13 08:21:08;265
2021-10-13 18:54:04;3414
2021-10-13 09:40:12;588
2021-10-13 08:27:23;69
2021-10-13 15:16:55;3008
2021-10-13 00:16:13;1419
2021-10-13 20:43:29;1097
2021-10-13 10:50:29;1091
2021-10-13 11:34:05;1130
2021-10-13 16:50:20;2725
2021-10-13 03:15:52;256
2021-10-13 14:59:18;3515
2021-10-13 14:07:18;1417
2021-10-13 07:37:59;2143
2021-10-13 23:49:08;816
2021-10-13 03:17:01;37
2021-10-13 05:53:44;1168
2021-10-13 03:01:38;830
2021-10-13 14:55:51;2688
2021-10-13 09:54:33;1860
2021-10-13 05:29:46;1772
2021-10-13 16:21:37;976
2021-10-13 21:12:55;3801
2021-10-13 16:52:47;2996
2021-10-13 22:08:53;2677
2021-10-13 07:23:49;1658
2021-10-13 19:00:28;81
2021-10-13 09:41:15;812
2021-10-13 12:40:01;2267
2021-10-13 15:13:34;740
2021-10-13 08:15:34;2362
2021-10-13 11:17:04;3807
2021-10-13 18:30:34;2105
2021-10-13 12:12:41;373
2021-10-13 11:17:24;1828
2021-10-13 05:14:30;3513
2021-10-13 19:34:37;905
2021-10-13 20:19:37;3701
2021-10-13 12:16:33;1879
2021-10-13 04:58:41;3242
2021-10-13 22:25:46;2188
2021-10-13 18:52:36;2786
2021-10-13 20:55:12;3739
2021-10-13 12:38:49;2402
2021-10-13 15:03:10;1873
2021-10-13 03:57:12;3985
2021-10-13 11:39:52;3342
2021-10-13 03:17:08;3158
2021-10-13 01:21:32;2229
2021-10-13 08:44:46;2734
2021-10-13 07:58:58;156
2021-10-13 06:35:19;923
2021-10-13 21:19:55;4055
2021-10-13 14:17:23;3802
2021-10-13 06:10:40;1663
2021-10-13 23:59:19;419
2021-10-13 00:11:09;2691
2021-10-13 16:43:42;403
2021-10-13 00:47:33;1293
2021-10-13 23:21:47;1087
2021-10-13 05:44:50;3169
2021-10-13 19:46:18;2617
2021-10-13 01:49:52;1560
2021-10-13 23:30:21;463
2021-10-13 23:26:02;3298
2021-10-13 04:22:42;2531
2021-10-13 22:20:39;922
2021-10-13 23:06:12;2463
2021-10-13 16:50:13;1577
2021-10-13 07:32:40;683
2021-10-13 03:16:13;361
2021-10-13 17:49:00;140
2021-10-13 15:35:52;470
2021-10-13 14:05:08;2079
2021-10-13 09:04:34;560
2021-10-13 04:16:19;4094
2021-10-13 19:41:12;78
2021-10-13 09:11:01;633
2021-10-13 17:21:01;1213
2021-10-13 08:01:58;552
2021-10-13 18:51:01;1121
2021-10-13 00:54:12;2572
2021-10-13 20:31:47;2481
2021-10-13 00:59:15;3218
2021-10-13 09:28:07;3393
2021-10-13 07:11:27;780
2021-10-13 05:09:01;3705
2021-10-13 15:40:51;3881
2021-10-13 11:18:58;2148
2021-10-13 03:10:26;2558
2021-10-13 04:47:37;4034
2021-10-13 05:43:13;3171
2021-10-13 09:02:51;2193
2021-10-13 02:34:18;2646
2021-10-13 23:11:42;3233
2021-10-13 04:14:14;3194
2021-10-13 00:06:17;1541
2021-10-13 16:24:29;1467
2021-10-13 12:03:20;1988
2021-10-13 19:19:50;3799
2021-10-13 17:37:02;1814
2021-10-13 10:13:27;3909
2021-10-13 22:28:14;2800
2021-10-13 13:32:08;3093
2021-10-13 09:54:57;2040
2021-10-13 12:46:46;609
2021-10-13 15:55:38;1943
2021-10-13 13:55:02;1464
2021-10-13 20:06:12;2350
2021-10-13 22:53:00;3064
2021-10-13 09:44:28;1791
2021-10-13 19:52:43;3595
2021-10-13 20:22:25;87
2021-10-13 10:51:13;1573
2021-10-13 08:08:03;2597
2021-10-13 02:46:05;3731
2021-10-13 15:31:48;755
2021-10-13 02:35:58;1711
2021-10-13 01:21:29;2500
2021-10-13 04:46:26;2412
2021-10-13 13:30:19;1342
2021-10-13 17:57:49;2456
2021-10-13 18:07:30;2454
2021-10-13 14:01:37;3189
2021-10-13 03:37:17;1100
2021-10-13 23:04:05;1915
2021-10-13 04:34:25;664
2021-10-13 09:13:57;356
2021-10-13 01:43:24;4093
2021-10-13 13:34:38;856
2021-10-13 04:36:51;1588
2021-10-13 04:34:16;3418
2021-10-13 18:47:09;1061
2021-10-13 21:58:45;2033
2021-10-13 15:23:17;1456
2021-10-13 02:00:52;1021
2021-10-13 07:09:26;3365
2021-10-13 16:22:11;2661
2021-10-13 12:53:28;1776
2021-10-13 05:03:32;1256
2021-10-13 07:05:37;3629
2021-10-13 09:08:22;3002
2021-10-13 09:44:36;543
2021-10-13 05:06:34;3354
2021-10-13 20:21:47;2836
2021-10-13 21:42:17;810
2021-10-13 01:12:25;401
2021-10-13 00:05:34;858
2021-10-13 07:36:15;3500
2021-10-13 10:50:49;122
2021-10-13 14:17:42;1765
2021-10-13 07:15:23;1790
2021-10-13 19:18:45;4066
2021-10-13 16:13:01;3048
2021-10-13 20:52:06;1551
2021-10-13 13:08:59;402
2021-10-13 09:51:24;2584
2021-10-13 21:31:38;2558
2021-10-13 14:46:12;345
2021-10-13 08:11:07;315
2021-10-13 21:40:21;669
2021-10-13 05:33:38;3127
2021-10-13 07:19:06;1525
2021-10-13 23:58:49;1264
2021-10-13 18:01:12;4071
2021-10-13 04:23:50;2496
2021-10-13 18:52:25;3847
2021-10-13 10:59:35;1086
2021-10-13 21:29:39;1562
2021-10-13 04:14:30;3555
2021-10-13 03:16:58;2310
2021-10-13 08:04:16;2714
2021-10-13 02:26:12;3056
2021-10-13 06:15:18;1473
2021-10-13 22:17:29;735
2021-10-13 15:20:36;3718
2021-10-13 11:41:12;2976
2021-10-13 06:05:46;1351
2021-10-13 23:20:10;3899
2021-10-13 23:47:48;3199
2021-10-13 22:25:42;4061
2021-10-13 23:39:11;3251
2021-10-13 07:24:22;2248
2021-10-13 18:42:51;3594
2021-10-13 22:07:50;3111
2021-10-13 15:54:24;659
2021-10-13 09:29:33;268
2021-10-13 13:04:59;3819
2021-10-13 03:17:09;3174
2021-10-13 03:20:17;3216
2021-10-13 20:30:32;2604
2021-10-13 13:39:57;1209
2021-10-13 00:16:38;1573
2021-10-13 10:18:55;3862
2021-10-13 15:12:33;2276
2021-10-13 08:34:54;2774
2021-10-13 01:14:40;2179
2021-10-13 08:50:50;501
2021-10-13 02:47:21;2843
2021-10-13 12:58:38;1929
2021-10-13 12:06:09;1424
2021-10-13 05:27:33;1073
2021-10-13 04:45:21;2493
2021-10-13 01:47:09;854
2021-10-13 11:30:13;3213
2021-10-13 14:18:20;1370
2021-10-13 12:06:37;3997
2021-10-13 13:43:44;2567
2021-10-13 18:47:18;4090
2021-10-13 02:09:26;783
2021-10-13 06:48:58;345
2021-10-13 20:21:51;979
2021-10-13 18:30:46;4092
2021-10-13 15:49:21;1568
2021-10-13 00:07:26;273
2021-10-13 12:06:38;857
2021-10-13 16:49:36;3522
2021-10-13 12:53:17;1016
2021-10-13 14:16:43;1556
2021-10-13 01:25:21;2241
2021-10-13 16:50:22;332
2021-10-13 04:04:55;3287
2021-10-13 02:49:04;2992
2021-10-13 03:28:56;2167
2021-10-13 19:30:56;2483
2021-10-13 07:20:49;2630
2021-10-13 18:18:14;4089
2021-10-13 22:12:10;4037
2021-10-13 05:55:33;1436
2021-10-13 15:54:29;339
2021-10-13 23:53:51;2764
2021-10-13 04:34:00;3799
2021-10-13 01:41:46;404
